(''banco do brasil cobra restituicao de recursos de depositos judiciais do governo de minas'', ''Negative''),
(''prefeitura de divinopolis mg realiza processo seletivo para professor'', ''Positive''),
(''prefeitura de formiga mg abre processo seletivo para educacao'', ''Positive''),
(''processo seletivo cefet mg e divulgado para professor'', ''Positive''),
(''depleomonteiro caminho da escola ​prefeitos de municipios de minas gerais receberam onibus escolares na manha desta'', ''Positive''),
(''diarioaco governo de minas entrega veiculos para o transporte de alunos da rede publica de ensino'', ''Positive''),
(''diariopopularrs alunos professores e tecnicoadministrativos da ufpel e do ifsul vao discutir o cronograma para'', ''Positive''),
(''educarmelhor designacao para rede estadual preocupa funcionarios de juiz de fora'', ''Positive''),
(''transitobh detranmg realiza acoes de educacao de transito durante mes de fevereiro gerais estado de minas'', ''Positive''),
(''zezeperrella amanha acontecera a solenidade de entrega de onibus escolares destinados ao atendimento das demandas da educacao do estad'', ''Positive''),
(''secretaria municipal de educacao contrata profissionais para o ano letivo e garante que processo cumpriu a lei'', ''Positive''),
(''gerais recebe auxilio da forca nacional do para casos de'', ''Positive''),
(''rio distribui vacinas contra febre amarela a municipios na divisa com minas'', ''Positive''),
(''de juiz de fora apresenta acoes de prevencao a febre amarela'', ''Positive''),
(''vacinas oferecidas gratuitamente pelo reforcam protecao contra ️'', ''Positive''),
(''agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''campanha de prevencao a febre amarela tem inicio em corrego fundo'', ''Positive''),
(''em montes claros mutirao realiza vacinacao contra a febre amarela'', ''Positive''),
(''januaria recebe mil doses da vacina apos morte por febre amarela'', ''Positive''),
(''prefeitura de juiz de fora apresenta acoes de prevencao a febre amarela'', ''Positive''),
(''prevencao a febre amarela e reforcada apos morte de macacos em prata'', ''Positive''),
(''prevencao contra febre amarela e reforcada na zona rural do sul de mg'', ''Positive''),
(''secretaria anuncia mais profissionais para vacinar contra febre amarela'', ''Positive''),
(''vacinacao contra febre amarela e ampliada em coronel fabriciano'', ''Positive''),
(''vicosa e muriae recebem mais doses da vacina contra febre amarela'', ''Positive''),
(''minsaude enviou equipe da forca nacional do sus p auxiliar no atendimento aos pacientes com suspeitas de febre amarela em mg'', ''Positive''),
(''milhoes de doses governo vai reforcar estoque de vacinas contra a mg confirma casos de febre amarela morreram'', ''Positive''),
(''a secretaria de estado de saude apresentou na manha de hoje um planejamento para a ac'', ''Positive''),
(''a secretaria de estado de saude apresentou na manha desta quintafeira um planejamento para'', ''Positive''),
(''agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''apos confirmacao de morte por febre amarela ministerio da saude envia mil doses de para'', ''Positive''),
(''campanha de imunizacao contra febre amarela esta a todo vapor'', ''Positive''),
(''campanha de prevencao a febre amarela tem inicio em corrego fundo'', ''Positive''),
(''campanha de prevencao a febre amarela tem inicio em corrego fundo acao inclui vacinacao e orientacoes sobre doenca'', ''Positive''),
(''campanha de vacinacao rio faz bloqueio contra febre amarela em municipios na divisa com minas gerais'', ''Positive''),
(''em montes claros mutirao realiza vacinacao contra a febre amarela'', ''Positive''),
(''profissionais da saude trabalham sem descanso para vacinar contra em minas'', ''Positive''),
(''equipe da forca nacional do sus esta em minas gerais para atender pacientes com febre amarela via youtube'', ''Positive''),
(''equipe da forca nacional do sus esta em minas gerais para atender pacientes com febre amarela via youtube'', ''Positive''),
(''febre amarela governo de minas vacina pessoas em casa'', ''Positive''),
(''g sul de minas prevencao contra febre amarela e reforcada na zona rural do sul de mg'', ''Positive''),
(''g sul de minas secretaria anuncia mais profissionais para vacinar contra febre amarela'', ''Positive''),
(''governo do rj faz bloqueio contra febre amarela em municipios na divisa c minas gerais co informerjo'', ''Positive''),
(''governo do rj faz bloqueio contra febre amarela em municipios na divisa com minas gerais'', ''Positive''),
(''hemocentro de uberlandia convoca doadores para ajudar cidades com surto de febre amarela'', ''Positive''),
(''hemominas de juiz de fora envia bolsas de sangue para areas afetadas pela febre amarela'', ''Positive''),
(''ibom destaca campanha de vacinacao contra a febre amarela na zona rural'', ''Positive''),
(''januaria recebe mil doses da vacina apos morte por febre amarela'', ''Positive''),
(''minas gerais recebe auxilio da do para casos de'', ''Positive''),
(''ministerio da saude reforca distribuicao de vacinas contra a febre amarela'', ''Positive''),
(''mutirao de vacinacao contra a febre amarela sera realizado em ipatinga'', ''Positive''),
(''agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''campanha de prevencao a febre amarela tem inicio em corrego fundo'', ''Positive''),
(''em montes claros mutirao realiza vacinacao contra a febre amarela'', ''Positive''),
(''januaria recebe mil doses da vacina apos morte por febre amarela'', ''Positive''),
(''prefeitura de juiz de fora apresenta acoes de prevencao a febre amarela'', ''Positive''),
(''secretaria anuncia mais profissionais para vacinar contra febre amarela'', ''Positive''),
(''vacinacao contra febre amarela e ampliada em coronel fabriciano'', ''Positive''),
(''vicosa e muriae recebem mais doses da vacina contra febre amarela'', ''Positive''),
(''noticia rio distribui vacinas contra febre amarela em municipios perto de mg'', ''Positive''),
(''prefeitura de juiz de fora apresenta acoes de prevencao a febre amarela'', ''Positive''),
(''prevencao contra febre amarela e reforcada na zona rural do sul de mg'', ''Positive''),
(''profissionais da saude trabalham sem descanso para vacinar contra em minas'', ''Positive''),
(''regioes do rj recebem reforco de vacinas contra febre amarela municipios vao receber vacinas pela proximidade com mg e es segundo secre'', ''Positive''),
(''rio distribui vacina de febre amarela a municipios proximos de mg'', ''Positive''),
(''rio distribui vacina de febre amarela a municipios proximos de mg'', ''Positive''),
(''rio distribui vacinas contra febre amarela a municipios na divisa com minas'', ''Positive''),
(''rio distribui vacinas contra febre amarela em municipios perto de mg'', ''Positive''),
(''rio distribui vacinas contra febre amarela na divisa com minas'', ''Positive''),
(''rio faz acao contra febre amarela em municipios na divisa com mg'', ''Positive''),
(''rio faz bloqueio contra febre amarela em municipios na divisa com mg'', ''Positive''),
(''rj faz bloqueio contra febre amarela na divisa com mg'', ''Positive''),
(''agenciabrasil rio distribui vacinas contra febre amarela a municipios na divisa com minas'', ''Positive''),
(''agenciabrasil rio faz bloqueio contra febre amarela em municipios na divisa com minas gerais marcelo camargo abr'', ''Positive''),
(''avozdobrasil minas gerais recebe auxilio da do para casos de'', ''Positive''),
(''bemestar campanha de prevencao a febre amarela tem inicio em corrego fundo'', ''Positive''),
(''canalsaude minas gerais recebe auxilio da forca nacional do sus para casos de febre amarela'', ''Positive''),
(''cleuberdacunha rio distribui vacinas contra febre amarela a municipios na divisa com minas'', ''Positive''),
(''cleuberdacunha rj faz bloqueio contra febre amarela na divisa com mg'', ''Positive''),
(''ebcnarede rj faz bloqueio contra febre amarela na divisa com mg'', ''Positive''),
(''profissionais da saude trabalham sem descanso para vacinar contra em minas'', ''Positive''),
(''g governo de minas decreta situacao de emergencia em areas com surto de febre amarela'', ''Positive''),
(''gdf januaria recebe mil doses da vacina apos morte por febre amarela'', ''Positive''),
(''geconomia agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''gmgoeste campanha de prevencao a febre amarela tem inicio em corrego fundo'', ''Positive''),
(''globorural agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''globorural agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''hugotim prefeitura de juiz de fora apresenta acoes de prevencao a febre amarela'', ''Positive''),
(''hugotim prevencao a febre amarela e reforcada apos morte de macacos em prata'', ''Positive''),
(''hugotim vicosa e muriae recebem mais doses da vacina contra febre amarela'', ''Positive''),
(''informerjo governo do rj faz bloqueio contra febre amarela em municipios na divisa com minas gerais'', ''Positive''),
(''ja governo de minas decreta situacao de emergencia em areas com surto de febre amarela'', ''Positive''),
(''joaojpchagas minas anuncia r milhoes para combate a febre amarela'', ''Positive''),
(''minsaude minsaude envia mais mil doses da vacina para minas gerais saudemg'', ''Positive''),
(''minsaude minsaude enviou equipe da forca nacional do sus p auxiliar no atendimento aos pacientes com suspeitas de febre amarela em'', ''Positive''),
(''otempo rio distribui vacinas contra febre amarela em municipios perto de mg'', ''Positive''),
(''portalbrasil gerais recebe auxilio da forca nacional do para casos de minsaude htt'', ''Positive''),
(''portaluai profissionais da saude trabalham sem descanso para vacinar contra em minas'', ''Positive''),
(''saudemg vacinas oferecidas gratuitamente pelo reforcam protecao contra ️'', ''Positive''),
(''saudemg minas gerais recebe auxilio da forca nacional do para casos de'', ''Positive''),
(''sinomarp mutirao de vacinacao contra a febre amarela sera realizado em ipatinga'', ''Positive''),
(''tvnbr minas gerais recebe auxilio da forca nacional do sus para atendimento aos pacientes com suspeita de febre amarela'', ''Positive''),
(''secretaria anuncia mais profissionais para vacinar contra febre amarela'', ''Positive''),
(''secretaria realiza mutirao para vacinacao contra a febre amarela em montes claros'', ''Positive''),
(''ses determina que vacinacao contra febre amarela seja intensificada em ribeirao das neves'', ''Positive''),
(''uma equipe da organizacao panamericana da saude organizacao mundial da saude opas oms esta em minas gerais'', ''Positive''),
(''vacinacao contra febre amarela e ampliada em coronel fabriciano'', ''Positive''),
(''vacinacao contra febre amarela e realizada em zona rural de sacramento'', ''Positive''),
(''vacinacao contra febre amarela e retomada na zona rural de januaria gerais estado de minas'', ''Positive''),
(''vacinas controle populacional januaria recebe mil doses da vacina apos morte por febre amarela'', ''Positive''),
(''vicosa e muriae recebem mais doses da vacina contra febre amarela'', ''Positive''),
(''vicosa e muriae recebem mais doses da vacina contra febre amarela em sao joao nepomuceno previsao e de que doses'', ''Positive''),
(''voluntarios de outros estados chegam a minas para ajudar no combate a febre amarela'', ''Positive''),
(''g araxa recebe novas doses da vacina contra febre amarela'', ''Positive''),
(''g vacinacao de febre amarela em areas de surto em mg chega a e ministro'', ''Positive''),
(''surto – notificacoes por febre amarela estao em declinio afirma governo de mg'', ''Positive''),
(''sesmg envia aos municipios mais de milhoes de doses de vacinas contra'', ''Positive''),
(''araxa recebe novas doses da vacina contra febre amarela'', ''Positive''),
(''comite de monitoramento da febre amarela e criado em vicosa'', ''Positive''),
(''vacinacao de febre amarela em areas de surto em mg chega a e ministro espera queda de casos'', ''Positive''),
(''eliascarla como ja informamos a sesmg esclarece que nao ha falta de vacina contra febre amarela no estado'', ''Positive''),
(''eliascarla nao faltam vacinas em minas gerais a sesmg repassa vacinas enviadas pelo min da saude aos municipios'', ''Positive''),
(''araxa recebe novas doses da vacina contra febre amarela'', ''Positive''),
(''araxa recebe novas doses da vacina contra febre amarela novo estoque foi disponibilizado pela superintendencia'', ''Positive''),
(''secretario de saude afirma que novos casos de em minas estao em declinio'', ''Positive''),
(''araxa recebe novas doses da vacina contra febre amarela'', ''Positive''),
(''comite de monitoramento da febre amarela e criado em vicosa'', ''Positive''),
(''vacinacao de febre amarela em areas de surto em mg chega a e ministro espera queda de casos'', ''Positive''),
(''noticia notificacoes por febre amarela estao em declinio afirma governo de mg'', ''Positive''),
(''notificacoes por febre amarela estao em declinio afirma governo de mg'', ''Positive''),
(''para de minas tem de cobertura vacinal contra a febre amarela e estoques normalizados'', ''Positive''),
(''participe da vacinacao contra febre amarela na zona rural'', ''Positive''),
(''prefeitura vacinara cidadaos da zona rural contra febre amarela'', ''Positive''),
(''secretario de saude afirma que novos casos de em minas estao em declinio'', ''Positive''),
(''ges vacinacao de febre amarela em areas de surto em mg chega a e ministro espera queda de casos'', ''Positive''),
(''gilsonac araxa recebe novas doses da vacina contra febre amarela se gostou de'', ''Positive''),
(''hugotim governo de mg investiga mortes por febre amarela obitos confirmados sao'', ''Positive''),
(''saudemg sesmg envia aos municipios mais de milhoes de doses de vacinas contra ️ htt'', ''Positive''),
(''secretario de saude afirma que novos casos de em minas estao em declinio'', ''Positive''),
(''secretario de saude afirma que novos casos de febre amarela em minas estao em declinio'', ''Positive''),
(''vacinacao de febre amarela em areas de surto em mg chega a e ministro espera queda de casos'', ''Positive''),
(''anuncia reforco para o combater o mosquito da febre amarela em todas as regioes de minas'', ''Positive''),
(''g vacinacao contra febre amarela e intensificada na zona rural de araxa'', ''Positive''),
(''mgtv edicao vacinacao contra febre amarela e intensificada na zona rural de juiz de fo'', ''Positive''),
(''betim e contagem intensificam vacinacao contra febre amarela neste sabado'', ''Positive''),
(''prefeitura amplia horario de vacinacao apos caso de febre amarela em pocos'', ''Positive''),
(''vacinacao contra febre amarela e intensificada na zona rural de araxa'', ''Positive''),
(''vacinacao contra febre amarela e intensificada na zona rural de uberaba'', ''Positive''),
(''agricultores sao vacinados contra a febre amarela no es e em mg'', ''Positive''),
(''apos mortes de macacos por febre amarela autoridades reforcam prevencao na grande bh'', ''Positive''),
(''aviso aos navegantes para quem for para minas no carnaval como eu vou nao esquecam de tomar a vacina contra a febre amarela'', ''Positive''),
(''betim e contagem intensificam vacinacao contra febre amarela neste sabado'', ''Positive''),
(''contra febre amarela vacinacao e oferecida casa a casa em varginha'', ''Positive''),
(''febre amarela prefeitura continua com vacinacao na zona rural de itajuba veja mais em'', ''Positive''),
(''g sul de minas prefeitura amplia horario de vacinacao apos caso de febre amarela em pocos'', ''Positive''),
(''gente pelo amor de deus carnaval ja esta chegando tb qro muito mas quem for pra minas nao esqueca de tomar vacina da febre amarela'', ''Positive''),
(''betim e contagem intensificam vacinacao contra febre amarela neste sabado'', ''Positive''),
(''prefeitura amplia horario de vacinacao apos caso de febre amarela em pocos'', ''Positive''),
(''pimentel anuncia r milhoes para o combate da febre amarela em mg'', ''Positive''),
(''populacao de montes claros esta se imunizando contra a febre amarela minas gerais registrou mortes causadas'', ''Positive''),
(''prefeitura amplia horario de vacinacao apos caso de febre amarela em pocos'', ''Positive''),
(''prefeitura de bh prepara plano para reforcar vacinacao contra febre amarela gerais estado de minas'', ''Positive''),
(''bemestar vacinacao contra febre amarela e intensificada na zona rural de araxa'', ''Positive''),
(''bemestar vacinacao contra febre amarela e intensificada na zona rural de uberaba'', ''Positive''),
(''prefeitura de bh prepara plano para reforcar vacinacao contra febre amarela gerais estado de minas'', ''Positive''),
(''hugotim betim e contagem intensificam vacinacao contra febre amarela neste sabado'', ''Positive''),
(''hugotim governo de minas gerais confirma mortes por febre amarela'', ''Positive''),
(''jornaldarecord vacinacao contra febre amarela e intensificada apos morte de macacos'', ''Positive''),
(''saude de varginha faz vacinacao contra febre amarela de casa em casa no parque rinaldi'', ''Positive''),
(''secretaria realiza vacinacao preventiva contra febre amarela na zona rural em juiz de fora'', ''Positive''),
(''trabalhadores rurais sao vacinados contra febre amarela em araxa'', ''Positive''),
(''vacinacao contra febre amarela e intensificada na zona rural de araxa'', ''Positive''),
(''vacinacao contra febre amarela e intensificada na zona rural de juiz de fora'', ''Positive''),
(''vacinacao contra febre amarela e intensificada na zona rural de uberaba'', ''Positive''),
(''vacinacao contra febre amarela e intensificada na zona rural de uberaba equipe da secretaria municipal de saude'', ''Positive''),
(''vcs que vao viajar pra minas lugares afetados pela febre amarela por favor procurem se vacinar'', ''Positive''),
(''jornaloglobo com tres anos presidio privado em minas gerais nao teve rebelioes'', ''Positive''),
(''procurado por minas traficante e preso em acao no guacu via'', ''Positive''),
(''bom exemplo sem mortes ha anos es e modelo contra violencia'', ''Positive''),
(''crise carceraria rj monitora aproximacao do pcc afirma secretario'', ''Positive''),
(''policia prende dois suspeitos de trafico de drogas em contagem na grande bh'', ''Positive''),
(''suspeito de trafico de drogas e preso com tabletes de maconha e crack em'', ''Positive''),
(''cristiano menor e detido com pedras de crack e outras drogas em ipatinga'', ''Positive''),
(''g homem e preso em sabara suspeito de estupro e roubo de celular'', ''Positive''),
(''g policia militar apreende armas e drogas na regiao do barreiro em belo hor'', ''Positive''),
(''motoristas e cobradores manifestam contra inseguranca em juiz de fora'', ''Positive''),
(''policia civil ira investigar roubo a loja de departamentos em juiz de fora'', ''Positive''),
(''arma e drogas sao apreendidas pela pm em baile funk em januaria'', ''Positive''),
(''cameras de seguranca registram acidente em avenida de uberaba'', ''Positive''),
(''dois jovens sao presos com drogas arma e municoes em jaiba'', ''Positive''),
(''dois sao detidos ao tentar jogar celulares e drogas em presidio de mg'', ''Positive''),
(''grupo e detido apos roubo e carreta recuperada em mg'', ''Positive''),
(''homem e preso apos transportar drogas em onibus de turismo em mg'', ''Positive''),
(''homem e preso em sabara suspeito de estupro e roubo de celular'', ''Positive''),
(''jovem e preso em patos de minas suspeito de trafico e roubo na regiao'', ''Positive''),
(''jovem e preso suspeito de violencia domestica e carcere em uberlandia'', ''Positive''),
(''mae chama policia para filho que estava com drogas em para de minas'', ''Positive''),
(''menor e detido com pedras de crack e outras drogas em ipatinga'', ''Positive''),
(''morador rendido por ladroes foge e impede roubo a casa em juiz de fora'', ''Positive''),
(''motoristas e cobradores manifestam contra inseguranca em juiz de fora'', ''Positive''),
(''pm apreende armas de fogo municoes e drogas em juiz de fora'', ''Positive''),
(''pm apreende pes de maconha e drogas em uberlandia'', ''Positive''),
(''pm monitora casa e prende homem com drogas e arma em montes claros'', ''Positive''),
(''policia apreende armas e drogas em uma casa em montes claros'', ''Positive''),
(''policia civil identifica suspeito de roubo a onibus em juiz de fora'', ''Positive''),
(''policia militar apreende armas e drogas na regiao do barreiro em belo horizonte'', ''Positive''),
(''tres sao presos apos furto a loja em shopping de varginha mg'', ''Positive''),
(''andreiasadi mas privatizar ninguem quer aqui em minas tem um presidio privatizado ha anos e nunca teve rebeliao'', ''Positive''),
(''henriquego folha aqui em minas temos uma experiencia bem sucedida com presidio privatizado de verdade funciona'', ''Positive''),
(''menor e detido com pedras de crack e outras drogas em ipatinga'', ''Positive''),
(''motoristas e cobradores manifestam contra inseguranca em juiz de fora'', ''Positive''),
(''menor e detido com pedras de crack e outras drogas em ip'', ''Positive''),
(''eliseupadilha alexandregarcia custo menor e sem rebelioes no presidio privado de minas g'', ''Positive''),
(''o antagonista minas gerais tem bom exemplo de presidio privado atraves de ppp nao ha vergonha da umanizzare'', ''Positive''),
(''patrocinio apos roubo autores sao localizados'', ''Positive''),
(''bpm pmmg realiza operacao minas em seguranca durante final de semana do reveillon'', ''Positive''),
(''bpm militares apreendem drogas e arma de fogo'', ''Positive''),
(''cia pm ind sao jose da varginha trio e detido pela pm com arma e drogas'', ''Positive''),
(''bpm pop e gepar da cia apreendem drogas e arma em baile funk na vila ambrosina'', ''Positive''),
(''bpmdivinopolis militares da cia prendem autores de roubo'', ''Positive''),
(''bpm pitangui policia militar prende por trafico de drogas'', ''Positive''),
(''cia pm apreende drogas e coletes balisticos'', ''Positive''),
(''bpm bom despacho pm apreende drogas e dinheiro'', ''Positive''),
(''apos denuncia autor e preso com drogas'', ''Positive''),
(''apreensao de drogas no bairro lagoinha'', ''Positive''),
(''apreensao de drogas no bairro minas gerais'', ''Positive''),
(''apreensao de drogas no bairro santa monica'', ''Positive''),
(''apreensao de drogas no bairro sao jorge'', ''Positive''),
(''araguari pm apreende suspeitos com drogas e dinheiro'', ''Positive''),
